PRIMARY_STREET,CROSS_STREET,CITY_COUNTY,STATIONID,AGENCY,NOTES,TDOT_ID,STATUS,PREVIOUS_STATION,Longitude,Latitude,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022
Kingston Pk,E of Morrell Rd,Knox,47000123,TDOT,,93000123,ACTIVE,,-84.03068191,35.93030285,31307,34007,35290,34445,35299,35988,37068,35603,36671,37771,30146,26790,26151,26936,28981,26542,30104,31090,25985,23320,27943,28834,30276,26001
I-40,E of Buckingham Dr Overpass,Knox,47000124,TDOT,,93000124,ACTIVE,,-84.0272607,35.93212092,149512,134779,147592,144993,142840,145643,148273,146433,155888,155882,172677,172197,173626,177682,187304,179847,188952,196707,204966,207545,211494,171281,179856,218583
Middlebrook Pk,E of Vanosdale Rd,Knox,47000125,TDOT,,93000125,ACTIVE,,-84.03579069,35.94090695,25894,25826,27058,28854,26575,28023,30061,28273,29121,22155,22824,20884,21927,20550,21118,21598,23777,24014,25344,21228,24049,17396,18355,23588
Mascot Rd,S of Rutledge Pk,Knox,47000035,TDOT,,93000035,ACTIVE,,-83.77077684,36.06319989,1740,1434,1497,1857,1784,1808,1991,2175,2259,1899,1734,1811,1624,1675,1613,1548,1892,1721,1833,1959,2158,1811,2042,2092
Mascot Rd,N of Holston River,Knox,47000037,TDOT,,93000037,ACTIVE,,-83.71002782,36.06407089,7218,6554,7023,7380,7814,7369,7319,6992,7608,7042,6433,6608,6654,6607,6662,6684,7632,7731,7656,7157,8065,8306,8721,8625
Eastend Rd,S of Andrew Johnson Hwy,Knox,47000038,TDOT,,93000038,ACTIVE,,-83.68915681,36.05148189,905,894,923,905,879,917,865,911,878,757,838,829,808,790,798,593,805,857,675,738,744,563,824,690
Ruggles Ferry Pk,W of Andrew Johnson Hwy,Knox,47000039,TDOT,,93000039,ACTIVE,,-83.72706583,36.03766289,312,702,664,628,600,615,654,616,576,559,528,506,496,553,558,575,500,551,626,628,624,643,582,627
I-75 Ramp,,Knox,47000129R,TDOT,,47000129R,ACTIVE,,-83.95718189,36.00174887,,,,,,,,,,,,,,,,,,,,20123,20454,16154,22731,23901
I-75 Ramp,,Knox,47000130R,TDOT,,47000130R,ACTIVE,,-83.95663389,36.00039587,,,,,,,,,,,,,,,,,,,,6051,6646,5457,7806,8033
I-75 Ramp,,Knox,47000182R,TDOT,,47000182R,ACTIVE,,-83.95567089,35.99832087,,,,,,,,,,,,,,,,,,,,6767,7904,7247,9486,9382
I-40 Ramp,,Knox,47000049R,TDOT,,47000049R,ACTIVE,,-83.94350289,35.96238986,,,,,,,,,,,,,,,,,,,,22131,24582,12414,32181,31827
I-40 Ramp,,Knox,47000048R,TDOT,,47000048R,ACTIVE,,-83.94263188,35.96253186,,,,,,,,,,,,,,,,,,,,4901,5031,3797,5486,3061
I-40 Ramp,,Knox,47000045R,TDOT,,47000045R,ACTIVE,,-83.95041288,35.96311886,,,,,,,,,,,,,,,,,,,,2060,2362,1602,1682,2182
I-40 Ramp,,Knox,47000047R,TDOT,,47000047R,ACTIVE,,-83.94754888,35.96295286,,,,,,,,,,,,,,,,,,,,15584,15146,13317,14430,15078
I-40 Ramp,,Knox,47000052R,TDOT,,47000052R,ACTIVE,,-83.94817988,35.96427586,,,,,,,,,,,,,,,,,,,,14688,13939,12131,14937,12580
I-40 Ramp,,Knox,47000046R,TDOT,,47000046R,ACTIVE,,-83.94422888,35.96353486,,,,,,,,,,,,,,,,,,,,6909,6674,5150,6467,7866
I-40 Ramp,,Knox,47000051R,TDOT,,47000051R,ACTIVE,,-83.94242388,35.96324086,,,,,,,,,,,,,,,,,,,,22552,23429,23802,28012,24422
I-40 Ramp,,Knox,47000050R,TDOT,,47000050R,ACTIVE,,-83.93876888,35.96408286,,,,,,,,,,,,,,,,,,,,7854,10015,5036,7185,7120
I-275 Ramp,,Knox,47000155R,TDOT,,47000155R,ACTIVE,,-83.93600388,35.97750687,,,,,,,,,,,,,,,,,,,,2966,2748,2390,2718,2688
I-275 Ramp,,Knox,47000162R,TDOT,,47000162R,ACTIVE,,-83.93526788,35.97779287,,,,,,,,,,,,,,,,,,,,3408,3285,2143,2891,2669
I-40 Ramp,,Knox,47000053R,TDOT,,47000053R,ACTIVE,,-83.93179388,35.96601287,,,,,,,,,,,,,,,,,,,,15346,16939,10741,16739,16555
I-40 Ramp,,Knox,47000058R,TDOT,,47000058R,ACTIVE,,-83.93036388,35.96867887,,,,,,,,,,,,,,,,,,,,25160,18380,23916,30413,26690
I-40 Ramp,,Knox,47000056R,TDOT,,47000056R,ACTIVE,,-83.92964288,35.96746787,,,,,,,,,,,,,,,,,,,,5989,5999,6640,7072,5077
I-40 Ramp,,Knox,47000183R,TDOT,,47000183R,ACTIVE,,-83.93062688,35.97036487,,,,,,,,,,,,,,,,,,,,18365,18797,14840,15582,17959
I-40 Ramp,,Knox,47000057R,TDOT,,47000057R,ACTIVE,,-83.92931188,35.97056687,,,,,,,,,,,,,,,,,,,,10378,10106,9226,11936,10121
I-40 Ramp,,Knox,47000054R,TDOT,,47000054R,ACTIVE,,-83.92880988,35.96782987,,,,,,,,,,,,,,,,,,,,9532,9398,6958,8934,7097
I-40 Ramp,,Knox,47000059R,TDOT,,47000059R,ACTIVE,,-83.92841288,35.96949787,,,,,,,,,,,,,,,,,,,,7883,9850,7305,6769,6855
I-275 Ramp,,Knox,47000158R,TDOT,,47000158R,ACTIVE,,-83.93442088,35.97564887,,,,,,,,,,,,,,,,,,,,2963,2785,2523,2765,2754
I-275 Ramp,,Knox,47000159R,TDOT,,47000159R,ACTIVE,,-83.93404388,35.97649587,,,,,,,,,,,,,,,,,,,,4755,4350,3203,4430,4278
I-40 Ramp,,Knox,47000184R,TDOT,,47000184R,ACTIVE,,-83.93042588,35.97155987,,,,,,,,,,,,,,,,,,,,25856,25146,22485,29916,27051
I-40 Ramp,,Knox,47000055R,TDOT,,47000055R,ACTIVE,,-83.92632288,35.96929487,,,,,,,,,,,,,,,,,,,,10846,11580,10723,12745,10300
I-40 Ramp,,Knox,47000232R,TDOT,,47000232R,ACTIVE,,-83.91915388,35.97535287,,,,,,,,,,,,,,,,,,,,14006,13503,13215,13503,12064
I-40 Ramp,,Knox,47000235R,TDOT,,47000235R,ACTIVE,,-83.91880587,35.97408287,,,,,,,,,,,,,,,,,,,,14933,13384,10968,14125,13006
I-40 Ramp,,Knox,47000233R,TDOT,,47000233R,ACTIVE,,-83.91746488,35.97618587,,,,,,,,,,,,,,,,,,,,5292,5035,4741,4978,4643
I-275 Ramp,,Knox,47000142R,TDOT,,47000142R,ACTIVE,,-83.95136589,35.99014687,,,,,,,,,,,,,,,,,,,,5402,5409,3494,3669,3440
I-275 Ramp,,Knox,47000143R,TDOT,,47000143R,ACTIVE,,-83.95029189,35.99059387,,,,,,,,,,,,,,,,,,,,4956,4811,3389,4682,4630
I-275 Ramp,,Knox,47000146R,TDOT,,47000146R,ACTIVE,,-83.95141489,35.99268187,,,,,,,,,,,,,,,,,,,,4542,4943,3210,4691,4639
I-275 Ramp,,Knox,47000150R,TDOT,,47000150R,ACTIVE,,-83.93779288,35.98036987,,,,,,,,,,,,,,,,,,,,5152,4440,4024,4313,5513
I-275 Ramp,,Knox,47000147R,TDOT,,47000147R,ACTIVE,,-83.93885288,35.98187787,,,,,,,,,,,,,,,,,,,,4186,3206,2256,2360,3437
I-275 Ramp,,Knox,47000154R,TDOT,,47000154R,ACTIVE,,-83.93812388,35.98248187,,,,,,,,,,,,,,,,,,,,3284,2698,2257,2406,3212
Circle Rd,N of Rutledge Pk,Knox,47000342,TDOT,,93000342,ACTIVE,,-83.73276183,36.1256149,1129,877,963,1102,1224,1202,1305,1344,682,702,499,558,598,581,561,506,642,671,665,697,679,621,772,764
Old Rutledge Pk,E of Clear Springs Rd,Knox,47000343,TDOT,,93000343,ACTIVE,,-83.72295883,36.1145039,1817,1729,1795,1505,1698,1809,1634,1810,1736,1596,1634,1627,1676,1664,1681,1328,1590,1540,1742,1673,1594,1415,1802,1558
Midway Rd,S of Smith School Rd,Knox,47000344,TDOT,,93000344,ACTIVE,,-83.68736581,35.96980887,541,674,700,702,453,540,603,518,542,475,530,491,500,502,517,430,528,628,593,711,757,618,738,730
Newman Ln,Near Sevier Co Line,Knox,47000345,TDOT,,93000345,ACTIVE,,-83.68260781,35.96175987,300,375,352,339,376,390,398,339,335,345,360,374,349,365,386,404,318,371,333,336,403,534,488,483
Norris Fy,Near Anderson Co Line,Knox,47000002,TDOT,,93000002,ACTIVE,,-84.00729991,36.1337099,4458,4837,5144,4202,4227,4844,4117,4272,4090,3724,3733,3958,3857,3803,3724,3592,4272,4452,4527,4799,5296,5349,4966,5141
Raccoon Valley Dr,E of Elkins Rd,Knox,47000003,TDOT,,93000003,ACTIVE,,-84.00442391,36.12416689,4828,5221,5202,4551,4598,5156,4760,4431,4649,4360,4376,4874,4596,4142,4653,4108,5167,4782,5309,5432,5761,5240,5502,5398
Pleasant Ridge Rd,N of Murray Dr,Knox,47000075,TDOT,,93000075,ACTIVE,,-84.01875291,35.99877287,9007,9005,8898,9973,9626,10542,10351,10383,10849,11174,11208,8764,9031,9302,10690,11530,11327,11440,12540,10340,11489,11370,12241,11727
Schaad Rd,NE of Hilda Ln,Knox,47000076,TDOT,,93000076,ACTIVE,,-84.03487291,35.99511687,7815,8539,9000,8775,11514,13009,13850,13915,13452,12676,13280,14575,14232,16296,15224,15578,15446,15558,15669,15928,17454,14851,16699,16515
Oak Ridge Hwy,E of Hazelnut Ln,Knox,47000078,TDOT,,93000078,ACTIVE,,-84.05183792,35.98811886,17772,17193,19309,18925,18053,19594,20633,19857,18593,17080,17740,18226,17587,18626,20690,19834,17151,18845,17076,16896,19772,17259,19396,19183
I-75,S of Emory Rd,Knox,47000260,TDOT,,93000260,ACTIVE,,-83.99712232,36.04179497,47887,48627,49521,54201,57340,59469,59533,63420,63333,65793,59309,57898,69208,68694,68308,59246,65301,67914,64357,64999,67600,66028,81818,81497
Millertown Pk,W of Mary Emily Ln,Knox,47000261,TDOT,,93000261,ACTIVE,,-83.85736286,36.03826388,4174,4444,4182,4541,5074,4861,6005,6048,6217,6891,6984,6222,6202,6412,6284,6626,6721,7417,7775,8003,8541,6910,7469,7684
Oak Ridge Hwy,W of Weaver Rd,Knox,47000262,TDOT,,93000262,ACTIVE,,-84.06577392,35.99163286,15486,14734,14864,16762,16593,17414,17506,17831,16032,14611,15324,15208,14876,15509,14490,14729,14118,14647,14793,13847,15374,13594,15134,14837
S Northshore Dr,S of Kingston Pk,Knox,47000263,TDOT,,93000263,ACTIVE,,-84.0020799,35.93175785,20105,18956,20240,19272,18979,19941,19070,17709,18765,17747,16500,17676,18727,17795,18151,16964,17134,17763,19609,21452,19260,18736,21841,15837
N Broadway,S of  Woodrow Dr,Knox,47000264,TDOT,,93000264,ACTIVE,,-83.92788888,36.02743188,41993,40486,41430,38003,42500,42052,43828,40456,42676,40601,42002,39106,41472,44365,42407,41458,45119,48092,49448,41454,45607,33346,35013,33237
Millertown Pk,E of  Spring Hill Rd,Knox,47000265,TDOT,,93000265,ACTIVE,,-83.87550987,36.02631488,5127,6503,6178,5907,6823,6576,7262,7781,7764,7517,7184,7034,6765,7179,6994,6886,7799,7538,7705,7466,7032,6698,7033,7955
Middlebrook Pk,W of Liberty St,Knox,47000266,TDOT,,93000266,ACTIVE,,-83.96987552,35.96242683,15369,15583,17527,17424,18153,18114,21026,20134,18170,17767,18300,16267,15406,15268,15608,14050,16453,17986,18286,14205,16839,15323,13522,14141
Cumberland Av,W of Henley St,Knox,47000420,TDOT,,93000420,ACTIVE,,-83.91839988,35.96200486,8717,6685,7097,7311,5213,5090,5790,5964,6143,6327,2889,2918,3006,2929,3017,2532,3015,3045,1260,1295,2886,2643,1865,1811
Cumberland Av,W of Market St,Knox,47000421,TDOT,,93000421,ACTIVE,,-83.92183288,35.96048886,13698,10844,11169,11504,9393,8937,8487,7970,7887,7112,7475,6734,6538,5967,5797,5709,5924,7940,7377,6617,5972,5211,5293,6620
I-275 Ramp,,Knox,47000151R,TDOT,,47000151R,ACTIVE,,-83.93695888,35.98101687,,,,,,,,,,,,,,,,,,,,4989,4250,2930,4116,5128
I-40 Ramp,,Knox,47000063R,TDOT,,47000063R,ACTIVE,,-83.91793688,35.98158487,,,,,,,,,,,,,,,,,,,,6991,6711,4941,7515,7432
I-40 Ramp,,Knox,47000066R,TDOT,,47000066R,ACTIVE,,-83.91843788,35.98316387,,,,,,,,,,,,,,,,,,,,8917,7032,5720,8028,6868
I-40 Ramp,,Knox,47000234R,TDOT,,47000234R,ACTIVE,,-83.91723088,35.98391687,,,,,,,,,,,,,,,,,,,,5476,5783,5685,5969,5476
I-40 Ramp,,Knox,47000068R,TDOT,,47000068R,ACTIVE,,-83.91639388,35.98457787,,,,,,,,,,,,,,,,,,,,2656,2432,2032,2568,2437
I-40 Ramp,,Knox,47000064R,TDOT,,47000064R,ACTIVE,,-83.91556887,35.98364487,,,,,,,,,,,,,,,,,,,,2685,2204,2074,2374,2348
I-40 Ramp,,Knox,47000072R,TDOT,,47000072R,ACTIVE,,-83.90268987,35.99094087,,,,,,,,,,,,,,,,,,,,6676,6950,5671,5955,7010
I-40 Ramp,,Knox,47000069R,TDOT,,47000069R,ACTIVE,,-83.90147087,35.99076287,,,,,,,,,,,,,,,,,,,,7007,7373,5759,8258,7656
I-40 Ramp,,Knox,47000071R,TDOT,,47000071R,ACTIVE,,-83.89942687,35.99329687,,,,,,,,,,,,,,,,,,,,2642,2367,1962,2680,2297
I-40 Ramp,,Knox,47000070R,TDOT,,47000070R,ACTIVE,,-83.89902987,35.99271087,,,,,,,,,,,,,,,,,,,,2131,2140,1723,2328,2057
I-640 Ramp,,Knox,47000135R,TDOT,,47000135R,ACTIVE,,-83.88946487,36.03197388,,,,,,,,,,,,,,,,,,,,10889,11147,11082,12805,12664
I-640 Ramp,,Knox,47000136R,TDOT,,47000136R,ACTIVE,,-83.88905287,36.03308688,,,,,,,,,,,,,,,,,,,,13060,12678,8130,11790,11138
I-75 Ramp,,Knox,47000173R,TDOT,,47000173R,ACTIVE,,-84.0020209,36.04986488,,,,,,,,,,,,,,,,,,,,2576,2718,2143,3709,3668
I-75 Ramp,,Knox,47000174R,TDOT,,47000174R,ACTIVE,,-84.0014699,36.05096088,,,,,,,,,,,,,,,,,,,,2778,2788,2506,3194,2999
I-75 Ramp,,Knox,47000172R,TDOT,,47000172R,ACTIVE,,-84.0007069,36.04717688,,,,,,,,,,,,,,,,,,,,13336,14228,9789,16557,16375
I-75 Ramp,,Knox,47000171R,TDOT,,47000171R,ACTIVE,,-83.9996239,36.04752188,,,,,,,,,,,,,,,,,,,,14867,13973,10211,15142,13737
Mine Rd,S of Grove Rd,Knox,47000423,TDOT,,93000423,ACTIVE,,-83.74322483,36.07751189,,4088,3387,3505,4000,3708,4305,4361,4170,4063,3683,3739,3986,4031,3896,4117,4648,4250,4541,4709,4776,4039,4749,5056
Corryton-luttrell Rd,at Union Co Line,Knox,47000424,TDOT,,93000424,ACTIVE,,-83.77376685,36.16430791,,608,399,190,604,395,600,582,553,548,571,559,576,523,503,463,582,610,565,573,514,534,499,507
E Magnolia Ave,E of Alice St,Knox,47000149,TDOT,,93000149,ACTIVE,,-83.88116687,35.99739387,17760,19008,17622,17960,16926,16551,17989,16841,17198,16854,15910,14030,12658,12725,13500,11851,13122,12844,11560,12859,11160,9922,11196,11933
Western Av,E of Carrick St,Knox,47000152,TDOT,,93000152,ACTIVE,,-83.93391854,35.96583314,19306,25560,25847,20101,21980,22437,23721,21942,22786,21943,20234,19104,16704,16848,15816,17686,18217,18979,17960,20616,18961,17242,16364,19370
Thorngrove Pk,N of Kodak Rd,Knox,47000098,TDOT,,93000098,ACTIVE,,-83.75684483,35.97022887,877,1036,896,916,915,955,1012,885,873,862,856,822,907,903,858,928,953,943,990,1125,1070,1102,835,909
Kingston Pk,Windsor Square Area,Knox,47000128,TDOT,,93000128,ACTIVE,,-84.09221393,35.91065585,28585,27770,28732,30319,28953,30734,27340,27738,27777,25714,24173,24388,27957,26019,27441,27306,28450,28758,29058,25708,27477,29865,24832,27645
S Northshore Dr,W of I-140,Knox,47000130,TDOT,,93000130,ACTIVE,,-84.07755292,35.85706184,8610,10456,8860,10558,11081,11544,11818,11744,11985,10929,11031,11255,11352,12328,13852,14184,14465,11116,14920,11506,12833,10553,14950,13380
Bluegrass Rd,E of Northshore Dr,Knox,47000131,TDOT,,93000131,ACTIVE,,-84.10882993,35.85838883,1143,1525,1641,1321,1311,1382,1475,1260,1280,1423,1403,1374,1297,1235,1479,1447,1400,1455,1556,1576,1572,1396,1792,1534
Lovell Rd,S of I-40,Knox,47000133,TDOT,,93000133,ACTIVE,,-84.14244094,35.90416684,18215,16617,17252,18907,37494,36176,37261,38969,41958,42932,40519,40200,41024,41077,39537,41449,44860,41820,39259,36407,40805,38322,42280,40838
Yarnell Rd,N of Mercury Dr,Knox,47000134,TDOT,,93000134,ACTIVE,,-84.15252895,35.93211985,1261,1495,1491,1511,1700,1728,2341,2600,2487,2782,2589,2320,2522,2744,3086,3365,3439,3645,3822,3646,4476,3698,4308,4666
Hickory Creek Rd,N of Buttermilk Rd,Knox,47000135,TDOT,,93000135,ACTIVE,,-84.24852097,35.89413284,1223,1826,1515,1461,1024,1477,1521,1632,1742,1669,1387,1403,1564,1778,1454,1787,1773,1817,2182,1717,2220,1833,2428,2422
Everett Rd,S of I-40,Knox,47000136,TDOT,,93000136,ACTIVE,,-84.20654096,35.88167284,565,593,751,757,785,815,766,764,734,802,699,676,718,756,764,878,906,907,927,1284,1239,1289,1114,1757
Kingston Pk,E of Concord Rd,Knox,47000138,TDOT,,93000138,ACTIVE,,-84.14711094,35.89028584,37500,34426,35975,35051,30336,32162,31218,32155,24566,29380,27297,27119,26636,25790,29025,28632,29779,29339,31441,25389,34792,26615,32133,28315
Concord Rd,N of Farragut Hills Blvd,Knox,47000139,TDOT,Moved from erroneous location on S Cmbl Stn Rd. AZ 7/12/2017,93000139,ACTIVE,,-84.14973588,35.8793197,16771,17464,18038,18690,19109,19529,15940,15668,16138,15668,14126,14420,14853,9054,9299,9850,9241,9913,10424,10528,10753,9007,11332,10887
S Northshore Dr,Near Loudon Co Line,Knox,47000141,TDOT,,93000141,ACTIVE,,-84.17614395,35.82226482,1725,2255,1899,2514,2258,2398,2682,2973,2967,2961,2893,3280,3036,3378,4184,4784,4829,5200,5522,5577,4189,3824,5624,4834
Alcoa Hwy,at the Tennessee River,Knox,47000142,TDOT,,93000142,ACTIVE,,-83.94505472,35.9478601,57520,52142,56104,55074,54175,55311,55397,52578,55619,57414,58660,56312,55798,55355,55274,56932,52368,50867,54299,47586,48104,59574,62553,67882
N Broadway,S of Washington Pk,Knox,47000143,TDOT,,93000143,ACTIVE,,-83.92177888,35.99520287,34682,38677,41295,37583,37847,31524,30887,29000,30465,30799,28135,26302,26354,26788,27720,25438,27559,28690,32174,26592,29599,23884,16786,16667
Central Avenue Pk,S of Pruett Pl,Knox,47000145,TDOT,,93000145,ACTIVE,,-83.92454088,35.97689387,10744,9458,9998,9283,9458,10173,10089,9807,9828,9188,8345,7447,7686,8253,8193,7912,7689,8139,7194,7028,6332,5948,5786,7655
N Broadway,N of W Fifth Ave,Knox,47000146,TDOT,,93000146,ACTIVE,,-83.92397788,35.97288087,18713,12245,17707,13689,12444,12840,13637,14533,15051,13570,14915,14043,9216,9492,8233,8790,9604,10311,11048,9250,8704,4831,4227,4674
I-40 Ramp,,Knox,47000077R,TDOT,,47000077R,ACTIVE,,-83.87561886,36.00723288,,,,,,,,,,,,,,,,,,,,9869,8862,7559,11980,10904
I-40 Ramp,,Knox,47000076R,TDOT,,47000076R,ACTIVE,,-83.87503186,36.00740188,,,,,,,,,,,,,,,,,,,,1278,1281,1182,1778,1632
I-40 Ramp,,Knox,47000073R,TDOT,,47000073R,ACTIVE,,-83.87255186,36.00748588,,,,,,,,,,,,,,,,,,,,8386,9678,7029,10718,9678
I-40 Ramp,,Knox,47000074R,TDOT,,47000074R,ACTIVE,,-83.87190886,36.00763188,,,,,,,,,,,,,,,,,,,,3146,3310,2991,3926,3783
I-40 Ramp,,Knox,47000075R,TDOT,,47000075R,ACTIVE,,-83.87054986,36.00925588,,,,,,,,,,,,,,,,,,,,2203,751,2105,3075,2691
I-640 Ramp,,Knox,47000138R,TDOT,,47000138R,ACTIVE,,-83.87064686,36.02933188,,,,,,,,,,,,,,,,,,,,9163,9045,5799,8558,8355
I-40 Ramp,,Knox,47000078R,TDOT,,47000078R,ACTIVE,,-83.86197686,36.01212588,,,,,,,,,,,,,,,,,,,,6136,6392,5226,6213,6814
I-40 Ramp,,Knox,47000081R,TDOT,,47000081R,ACTIVE,,-83.86188486,36.01356388,,,,,,,,,,,,,,,,,,,,5331,5535,4843,6051,6176
I-40 Ramp,,Knox,47000079R,TDOT,,47000079R,ACTIVE,,-83.86094886,36.01475588,,,,,,,,,,,,,,,,,,,,19013,18702,18173,21746,21507
I-40 Ramp,,Knox,47000080R,TDOT,,47000080R,ACTIVE,,-83.85953386,36.01423588,,,,,,,,,,,,,,,,,,,,19698,19707,19503,24570,24983
I-640 Ramp,,Knox,47000137R,TDOT,,47000137R,ACTIVE,,-83.86875486,36.03027788,,,,,,,,,,,,,,,,,,,,9605,9436,6530,9100,9000
I-40 Ramp,,Knox,47000082R,TDOT,,47000082R,ACTIVE,,-83.84376786,36.01115388,,,,,,,,,,,,,,,,,,,,16153,16364,11903,15903,15221
I-40 Ramp,,Knox,47000083R,TDOT,,47000083R,ACTIVE,,-83.84120485,36.00972088,,,,,,,,,,,,,,,,,,,,1391,1388,1307,1474,1321
I-40 Ramp,,Knox,47000085R,TDOT,,47000085R,ACTIVE,,-83.84185585,36.01125288,,,,,,,,,,,,,,,,,,,,16869,17054,12209,16811,15273
I-40 Ramp,,Knox,47000084R,TDOT,,47000084R,ACTIVE,,-83.83994285,36.01012888,,,,,,,,,,,,,,,,,,,,1086,1077,905,950,1028
I-40 Ramp,,Knox,47000086R,TDOT,,47000086R,ACTIVE,,-83.77788484,36.00231188,,,,,,,,,,,,,,,,,,,,7810,7849,5250,7010,7250
I-40 Ramp,,Knox,47000089R,TDOT,,47000089R,ACTIVE,,-83.77674183,36.00377188,,,,,,,,,,,,,,,,,,,,6674,7267,4837,6291,6961
I-40 Ramp,,Knox,47000087R,TDOT,,47000087R,ACTIVE,,-83.77340383,36.00193788,,,,,,,,,,,,,,,,,,,,5614,5375,4513,5522,5721
I-40 Ramp,,Knox,47000088R,TDOT,,47000088R,ACTIVE,,-83.77248283,36.00376288,,,,,,,,,,,,,,,,,,,,4715,4807,3492,3667,4925
Western Av,E of Heins St,Knox,47000153,TDOT,,93000153,ACTIVE,,-83.92970688,35.96437586,18662,23771,21757,18607,19531,20385,17874,20244,20934,20324,20563,18198,19273,19562,12788,14412,15053,15204,15276,16063,15505,13893,11735,15152
Henley St,N of Clinch Ave,Knox,47000154,TDOT,,93000154,ACTIVE,,-83.92203388,35.96270986,62900,41187,48438,47139,49070,51876,46962,44567,48286,45761,43220,38635,47351,42879,19880,29532,26520,26785,30105,36013,37899,32431,28673,28358
Cumberland Av,E of 13th St,Knox,47000155,TDOT,,93000155,ACTIVE,,-83.92596588,35.95881486,24196,27107,24061,23530,20428,20785,22285,19569,18482,17615,18453,16249,16073,13104,13651,13591,13999,14139,11772,13856,13368,10939,10879,8454
Western Av,W of Piedmont St,Knox,47000147,TDOT,,93000147,ACTIVE,,-83.97218289,35.97471286,23447,21042,22972,21938,21838,21825,20572,22971,22736,20554,20414,18817,18478,18420,17344,17694,18225,21810,21974,15968,18371,15638,23239,20448
E Magnolia Ave,NE of Olive St,Knox,47000148,TDOT,,93000148,ACTIVE,,-83.89984187,35.98204287,19233,17547,17903,16012,16574,17150,17840,15748,15576,14800,15336,15796,11278,11626,12072,10631,12008,11087,11198,12287,10935,8437,10860,11626
I-40,Cedar Bluff Rd & Pellissippi Pkwy,Knox,47000164,TDOT,,93000164,ACTIVE,,-84.10446716,35.9151374,129717,127724,139490,133308,134218,137188,141313,143881,142509,144092,157503,155619,157785,160704,166650,161240,172164,179906,181240,182291,195109,143994,154869,196701
I-40,Lovell Rd & Campbell Station Rd,Knox,47000165,TDOT,,93000165,ACTIVE,,-84.16455404,35.90133814,98245,99145,104942,97986,96827,98854,101759,101859,98419,98118,110917,107868,107609,111278,112256,106252,114207,119304,123981,122696,125373,87803,93462,148166
I-275,S of Heiskell Ave,Knox,47000166,TDOT,,93000166,ACTIVE,,-83.94995591,35.98791464,55820,54126,59446,60967,56674,59658,59574,55449,60470,57396,57605,58139,56864,57317,58571,57019,59148,59118,71227,74684,68660,60735,60703,55417
Oak St,S of I-40/I-75 Interchange,Knox,47000167,TDOT,,93000167,ACTIVE,,-83.92659888,35.96763286,558,801,796,529,461,489,495,415,549,565,652,504,377,420,425,429,442,573,582,605,856,1662,1548,1531
E Gov John Sevier Hwy,French Broad River Bridge,Knox,47000168,TDOT,,93000168,ACTIVE,,-83.80768284,35.95174787,11016,12412,12393,11478,11854,11379,12362,11356,10971,10544,11081,11887,11249,10429,10031,9975,10113,10934,10975,11736,12200,11549,12216,13411
I-40,E of Liberty St,Knox,47000169,TDOT,,93000169,ACTIVE,,-83.95863714,35.95970009,118229,94341,107413,107526,105247,107903,109453,112033,122592,122092,127582,129746,131600,128812,135382,130528,139843,135281,150957,149092,147418,121876,122506,133657
I-40,W of Hollywood Rd,Knox,47000170,TDOT,,93000170,ACTIVE,,-83.98415335,35.95046149,163223,140167,154162,150024,152129,154893,154662,155786,166206,168165,173581,178802,180435,178238,191467,182564,193911,196409,210406,212693,215216,170026,182502,211587
Alcoa Hwy,N of Kingston Pk Interchange,Knox,47000171,TDOT,,93000171,ACTIVE,,-83.94671559,35.9594782,53819,52979,52315,57288,50189,55509,60256,53899,55516,59692,51231,57914,62133,64035,66079,67442,77475,77420,83118,76644,73526,65291,68556,67802
I-40,W of Prosser Rd Overpass,Knox,47000173,TDOT,,93000173,ACTIVE,,-83.88611518,36.00187143,83654,80769,84995,84641,82688,76897,82901,75998,73863,67998,96312,89308,82176,84677,99957,77378,87151,78723,85343,89049,91541,76743,82386,95656
I-40,W of Boruff St Overpass,Knox,47000174,TDOT,,93000174,ACTIVE,,-83.90865679,35.9864623,90785,87236,91830,93172,92209,84823,91471,84160,80507,72665,101290,95510,89993,92455,108331,85423,95719,86719,94012,98207,101357,84488,91591,96909
I-40,E of Spring Hill Rd Underpass,Knox,47000175,TDOT,,93000175,ACTIVE,,-83.86604726,36.01081699,74785,73476,74694,76889,75366,69814,75582,69170,69194,62161,87904,80679,72182,75176,90024,69289,76848,68874,74666,77421,79884,68433,68467,77407
I-640,E of Broadway,Knox,47000331,TDOT,,93000331,ACTIVE,,-83.90389267,36.02628224,54877,44349,47910,52104,56550,56851,56823,58977,62588,69273,52875,50802,52215,56859,54036,57050,55910,61247,60071,63776,79741,72948,71684,76691
I-640,S of Buffat Mill Rd Underpass,Knox,47000332,TDOT,,93000332,ACTIVE,,-83.86290492,36.02595382,48676,46249,52204,47824,53483,52788,53380,53985,56602,63332,47228,45279,47215,52337,48400,51906,52516,54790,54925,58495,74397,66065,69368,70244
W Brushy Valley Dr,W of Heiskell Rd,Knox,47000335,TDOT,,93000335,ACTIVE,,-84.05346792,36.05840988,474,904,613,673,615,667,658,622,563,584,589,627,571,588,580,616,651,589,682,702,807,818,845,831
